Name,Address,Postcode,Type,Latitude,Longitude,Category
Voula,9 Jones St,10014,seafood,40.73235,-74.00222,restaurant
Joe's Pizza,7 Carmine St,10014,pizza,40.730655,-74.002189,restaurant
The Spaniard,190 W 4th St,10014,american,40.7327497,-74.0021829,restaurant
Avena Downtown,260 6th Ave,10014,italian,40.7289,-74.00216,restaurant
Bar Pitti,268 Ave Of The Americas,10014,italian,40.729047,-74.002153,restaurant
Salud,107 Thompson St,10012,healthy,40.725847,-74.002151,restaurant
Piccola Cucina Enoteca,184 Prince St,10012,italian,40.726284,-74.002151,restaurant
Alma Restaurant,187 Columbia St,11231,mexican,40.68557,-74.00215,restaurant
Benny's Burritos,113 Greenwich Ave,10014,mexican,40.73807404,-74.00212378,restaurant
The Pho 3,152 7th Ave S,10014,vietnamese,40.7352,-74.00211,restaurant
The Hideaway Seaport,22 Peck Slip,10038,seafood,40.7080634,-74.002083,restaurant
Otto's Tacos,131 7th Ave S,10014,healthy,40.73454,-74.00206,restaurant
Dil-e Punjab Deli,170 9th Ave,10011,indian,40.74482,-74.00206,restaurant
Ground Support,399 W Broadway,10012,healthy,40.72419686,-74.00205763,restaurant
Highline Pizza,503 W 28th St,10001,pizza,40.751049,-74.0020523,restaurant
Jeremy's Ale House- South Street Seaport,228 Front St,10038,seafood,40.70766,-74.00205,restaurant
Barbalu Restaurant,225-227 Front St,10038,healthy,40.7074747,-74.0020404,restaurant
Villa Mosconi,69 Macdougal St,10012,italian,40.72859,-74.002,restaurant
Pearl Oyster Bar,18 Cornelia St,10014,seafood,40.7314099,-74.00197,restaurant
Pizza Italia,307 W 17th St,10011,pizza,40.74198898,-74.00194582,restaurant
Suteishi,24 Peck Slip,10038,japanese,40.70788,-74.00194,restaurant
Il Corallo Trattoria,176 Prince St,10012,pizza,40.7262073,-74.0018919,restaurant
Xi'an Famous Foods,313 6th Ave,10014,chinese,40.730996,-74.0018838,restaurant
Song E Napule,146 W Houston St,10012,pizza,40.72813,-74.00188,restaurant
Bar Wayo,89 South St,10038,american,40.705528,-74.001864,restaurant
Petite Crevette,144 Union St,11231,seafood,40.68396,-74.0018,restaurant
Pinch Chinese,177 Prince St,10012,thai,40.72645,-74.0018,restaurant
Acqua Restaurant NYC,"21 Peck Slip, Water St",10038,italian,40.7082567,-74.001797,restaurant
Fay Da Bakery,321 W 6th Ave,10012,chinese,40.73115,-74.00176,restaurant
Fornino,Pier 6 Brooklyn Bridge Park,11201,pizza,40.69287353,-74.00169323,restaurant
Brine,106 8th Ave,10011,healthy,40.74059,-74.00169,restaurant
Pilot,Pier 6 Brooklyn Bridge Park,11201,seafood,40.69323,-74.001689,restaurant
Ramen-Ya,181 W 4th St,10014,japanese,40.732536,-74.001681,restaurant
DOMODOMO,140 W Houston St,10012,seafood,40.72803,-74.00167,restaurant
Mermaid Oyster Bar,79 MacDougal St,10012,seafood,40.7287899,-74.00165,restaurant
Dante,79-81 Macdougal St,10012,italian,40.72879,-74.00165,restaurant
Uncle Chop Chop,7 Cornelia St,10014,vietnamese,40.73168832,-74.00164275,restaurant
Hot N Juicy Crawfish,243 W 14th St,10011,seafood,40.73950993,-74.00160065,restaurant
RAWBAR by DOMODOMO,138 W Houston St,10012,japanese,40.728,-74.0016,restaurant
Masala Times,194 Bleecker St,10012,indian,40.72927282,-74.00159785,restaurant
SushiNao,311 W 17th St,10011,japanese,40.74196,-74.00159,restaurant
Au Cheval Diner,33 Cortlandt Aly,10013,american,40.7183878,-74.0015522,restaurant
The Taco Shop,166 W 4th St,10014,mexican,40.73194885,-74.00154114,restaurant
Percy's Pizza,190 Bleecker St,10012,pizza,40.729076,-74.001534,restaurant
Posh Pop Bakeshop,192 Bleecker St,10012,healthy,40.72919654,-74.0015334,restaurant
The Rice Noodle,190 Bleecker St,10012,vietnamese,40.729087,-74.001525,restaurant
The Village Den,225 W 12th St,10011,healthy,40.73771,-74.00152,restaurant
Morandi,211 Waverly Pl,10014,italian,40.73534,-74.00151,restaurant
Pad Thai Noodle Lounge,114 8th Ave,10011,thai,40.74083711,-74.00147769,restaurant
87 On Walker,87 Walker St,10013,american,40.718083,-74.001456,restaurant
Coco Pazzo,160 Prince St,10012,italian,40.72596,-74.00143,restaurant
Fukurou,87 MacDougal St,10012,japanese,40.72905,-74.00143,restaurant
Wild Ink,500 W 33rd St,10001,korean,40.753754,-74.001388,restaurant
Jeffrey's Grocery,172 Waverly Pl,10014,seafood,40.73399,-74.00137,restaurant
Oppa,162 W 4th St,10014,korean,40.731826,-74.001344,restaurant
Manousheh,193 Bleecker St,10012,indian,40.7293499,-74.00134,restaurant
Copper Branch,195 Bleecker St,10012,healthy,40.72935,-74.00134,restaurant
Bellini Seaport,33 Peck Slip,10038,italian,40.70784649,-74.00132898,restaurant
KROK Brooklyn,117 Columbia St,11231,vietnamese,40.68761,-74.0013,restaurant
Famous Original Ray's Pizza,204 9th Ave,10011,pizza,40.74597,-74.0013,restaurant
Galli,45 Mercer St,10013,italian,40.72161,-74.00127,restaurant
SoHo Eatery,273 Canal St,10013,vietnamese,40.719167,-74.001174,restaurant
Mint Masala,95 Macdougal St,10012,indian,40.72953,-74.00115,restaurant
Denino's Greenwich Village,93 Macdougal St,10012,pizza,40.7294,-74.00111,restaurant
August Gatherings,266 Canal St,10013,chinese,40.7186556,-74.0011004,restaurant
Monte's Trattoria,97 Macdougal St,10012,italian,40.72959,-74.0011,restaurant
Highlands NYC,150 W 10th St,10014,american,40.734345,-74.0010957,restaurant
Bar Moga,128 W Houston St,10012,american,40.72787,-74.00107,restaurant
Grand Sichuan,229 9th Ave,10001,chinese,40.747413,-74.001052,restaurant
by CHLOE. West Village,185 Bleecker St,10012,healthy,40.729219,-74.001021,restaurant
Lost In The Sauce,265 Canal St,10013,japanese,40.71897,-74.00102,restaurant
Canal Street Market,265 Canal St,10013,korean,40.71897,-74.00102,restaurant
Azumma,265 Canal St,10013,korean,40.71897,-74.00102,restaurant
Senza Gluten Cafe & Bakery,171 Sullivan St,10012,healthy,40.72803,-74.00097,restaurant
Roey's,1 Perry St,10014,pizza,40.73596,-74.00093,restaurant
Seamore's,161 8th Ave,10011,seafood,40.74247,-74.0009,restaurant
Seabird,361 6th Ave,10014,seafood,40.73232,-74.0008299,restaurant
The Zodiac Room,20 Hudson Blvd,10001,american,40.753473,-74.0008205,restaurant
Pizza Moto,338 Hamilton Ave,11231,pizza,40.6746224,-74.0007999,restaurant
Sushi Para 88,212 W 14th St,10011,japanese,40.738666,-74.000785,restaurant
LLama-San,359 6th Ave,10014,japanese,40.73225,-74.00078,restaurant
Cooper's Craft & Kitchen,169 8th Ave,10011,american,40.742702,-74.000778,restaurant
10990,110 Macdougal St,10012,healthy,40.72960885,-74.00074185,restaurant
Maru 2,267 W 17th St,10011,korean,40.74163627,-74.00073601,restaurant
Elephant & Castle,68 Greenwich Ave,10011,american,40.736214,-74.000729,restaurant
Thai Sliders & Co,150 8th Ave,10011,thai,40.7419442,-74.0007071,restaurant
Nha Trang Centre,148 Centre St,10013,vietnamese,40.717339,-74.000672,restaurant
4 Charles Prime Rib,4 Charles St,10014,american,40.73513,-74.00065,restaurant
The Grey Dog,242 W 16th St,10011,healthy,40.740624,-74.000648,restaurant
Saigon Shack,114 Macdougal St,10012,healthy,40.72969,-74.000629,restaurant
Junzi Kitchen,170 Bleecker St,10012,chinese,40.72878,-74.00061,restaurant
Rahi,60 Greenwich Ave,10011,indian,40.7360271,-74.0005436,restaurant
Go Zen,144 W 4th St,10012,healthy,40.73133988,-74.00051026,restaurant
MIGHTY Bowl,120 Macdougal St,10012,vietnamese,40.72986,-74.00049,restaurant
Galanga,149 W 4th St,10012,thai,40.7316,-74.00049,restaurant
Jun-Men Ramen Bar,249 9th Ave,10001,japanese,40.748209,-74.00047,restaurant
ZZ's Clam Bar,169 Thompson St,10012,seafood,40.727688,-74.000466,restaurant
Mexicue,160 8th Ave,10011,mexican,40.74202,-74.00046,restaurant
Cowgirl Seahorse,259 Front St,10038,mexican,40.7081358,-74.0004532,restaurant
Artistic Pizza,123 W 3rd St,10012,healthy,40.73069,-74.00044,restaurant
Umami Sushi,50 Greenwich Ave,10011,japanese,40.73571,-74.00044,restaurant
Rip’s Malt Shop,48 Greenwich Ave,10011,healthy,40.735666,-74.000412,restaurant
Kāwi,20 Hudson Yards,10001,korean,40.75384083,-74.00037046,restaurant
Senza Gluten,206 Sullivan St,10012,italian,40.72909111,-74.00036992,restaurant
Gottino,52 Greenwich Ave,10011,italian,40.7358,-74.00036,restaurant
Zusik,202 W14th St,10011,seafood,40.73864,-74.00029,restaurant
Lucali,575 Henry St,11231,italian,40.6818,-74.00024,restaurant
Spring Cafe,153D Centre St,10013,healthy,40.71792,-74.00021,restaurant
Rice Noodle Cart,153 Centre St,10013,chinese,40.71792,-74.00021,restaurant
Le Botaniste,127 Grand St,10013,healthy,40.7204278,-74.0002028,restaurant
Air's,127 Macdougal St,10012,seafood,40.73059772,-74.00019866,restaurant
La Lanterna Di Vittorio,129 MacDougal St,10012,italian,40.73069,-74.00015,restaurant
Carbone,181 Thompson St,10012,italian,40.728,-74.0001497,restaurant
The Folly,92 W Houston St,10012,seafood,40.72721,-74.00004,restaurant
Quality Eats,19 Greenwich Ave,10014,american,40.7345,-74.00004,restaurant
Fiore's Pizza,165 Bleecker St,10012,pizza,40.72885,-74.00001,restaurant
Uncle Ted's Modern Chinese Cuisine,163 Bleecker St,10012,chinese,40.72882,-73.999961,restaurant
Thailicious,75 Baxter St,10013,thai,40.7162609,-73.9999063,restaurant
Dos Caminos,475 W Broadway,10012,mexican,40.7266452,-73.9999024,restaurant
Thai Jasmine Resturant,106 Bayard St,10013,thai,40.7162099,-73.9999,restaurant
Hao Noodle and Tea By Madam Zhu's Kitchen,401 6th Ave,10014,chinese,40.73348632,-73.9998929,restaurant
Chelsea Golden Wok,209 8th Ave,10011,chinese,40.74401,-73.999824,restaurant
Tue Thai Restaurant,3 Greenwich Ave,10014,thai,40.73387,-73.9997999,restaurant
Bar Bruno,520 Henry St,11231,mexican,40.6833674,-73.9997959,restaurant
Pasteur Grill and Noodles,85 Baxter St,10013,vietnamese,40.71667,-73.99974,restaurant
Joe's Pizza,211 8th Ave,10011,pizza,40.74390809,-73.99971128,restaurant
Aperture,552 Court St,11231,italian,40.675033,-73.999706,restaurant
Blue Hill,75 Washington Pl,10011,american,40.73206403,-73.9996931,restaurant
Flex Mussels,154 W 13th St,10011,seafood,40.737437,-73.999661,restaurant
Soho Thai,141 Grand St,10013,thai,40.720078,-73.999641,restaurant
Surya,154 Bleecker St,10012,indian,40.7281,-73.99963,restaurant
Temerario,198 8th Ave,10011,mexican,40.74341334,-73.99962772,restaurant
Toloache Thompson,205 Thompson St,10012,mexican,40.7286749,-73.9996277,restaurant
Hampton Chutney,143 Grand St,10013,indian,40.72007,-73.99959,restaurant
Forlini's Restaurant,93 Baxter St,10013,american,40.71695,-73.99957,restaurant
Mama Eatery,46 Mulberry St,10013,american,40.71503,-73.99956,restaurant
Soho Ramen,227 Sullivan St,10012,seafood,40.729655,-73.999555,restaurant
Bodai Vegetarian Restaurant,5015 10th Ave,11219,healthy,40.63803,-73.99954,restaurant
Nha Trang One,87 Baxter St,10013,vietnamese,40.71671,-73.9995299,restaurant
Juku,32 Mulberry St,10013,japanese,40.71461,-73.999528,restaurant
Socarrat Paella Bar - Chelsea,259 W 19th St,10011,seafood,40.7427204,-73.9995147,restaurant
Pinto Garden,117 W 10th St,10011,vietnamese,40.734882,-73.9994844,restaurant
Chikarashi,227 Canal St,10013,korean,40.71787,-73.99948,restaurant
CHARM'S,200 8th Ave,10011,thai,40.74346,-73.99947,restaurant
Nickel & Diner,1 Howard St,10013,american,40.71893129,-73.99945247,restaurant
Sacred Chow,227 Sullivan St,10012,healthy,40.72959,-73.99944,restaurant
Top Thai Greenwich,235 Sullivan St,10012,thai,40.72977,-73.99939,restaurant
Bangkok Center Grocery,104 Mosco St,10013,vietnamese,40.714598,-73.9993544,restaurant
Zia Maria-Chelsea,318 W 23rd St,10011,pizza,40.7454863,-73.9993392,restaurant
Yin Ji Chang Fen Rice Roll,91 Bayard St,10013,vietnamese,40.71583,-73.999336,restaurant
Springbone Kitchen,90 W 3rd St,10012,healthy,40.72986,-73.99932,restaurant
H K Wonton Garden,79 Mulberry St,10013,chinese,40.71646881,-73.99927521,restaurant
Asia Market,71 1/2 Mulberry St,10013,vietnamese,40.71625569,-73.99927087,restaurant
Pho - New York,73 Mulberry St,10013,seafood,40.71623,-73.99925,restaurant
Sushi Zo,88 W 3rd St,10012,japanese,40.7297821,-73.9992218,restaurant
Il Mulino New York - Downtown,86 W 3rd St,10012,italian,40.729807,-73.999159,restaurant
Okinii,216 Thompson St,10012,japanese,40.72894,-73.99911,restaurant
Aux Epices,121 Baxter St,10013,vietnamese,40.71810736,-73.99910254,restaurant
Foragers Table,233 8th Ave,10011,american,40.744541,-73.9990926,restaurant
Buttermilk Channel,524 Court St,11231,american,40.675919,-73.999059,restaurant
Lima Peruvian Restaurant,782 4th Ave,11232,seafood,40.659881,-73.999055,restaurant
PhoBar,43 Mott St,10013,thai,40.7152346,-73.9990079,restaurant
The Original Buddha Bodai 佛菩提 Kosher Vegetarian Restaurant,5 Mott St,10013,chinese,40.7138543,-73.9989484,restaurant
J's Pizza,98 7th Ave,10011,pizza,40.7398164,-73.9989453,restaurant
PhoBar,82 W 3rd St,10013,thai,40.72975,-73.99893,restaurant
Shanghai 21,21 Mott St,10013,chinese,40.7144199,-73.99889,restaurant
Hop Kee,21 Mott St,10013,chinese,40.714458,-73.998889,restaurant
Asuka Sushi,300 W 23rd St,10011,thai,40.74529,-73.99888,restaurant
Wok Wok,11 Mott St,10013,chinese,40.71406,-73.99883,restaurant
Tipsy Shanghai,228 Thompson St,10012,chinese,40.72929,-73.99882,restaurant
Centre Seafood,206 Centre St,10013,seafood,40.71888,-73.998814,restaurant
The Mercer Kitchen,99 Prince St,10012,american,40.72481,-73.99876,restaurant
Sammy's Noodle Shop & Grill,453 Ave Of The Americas,10011,chinese,40.73516,-73.99875,restaurant
Quantum Leap,226 Thompson St,10012,vietnamese,40.72916,-73.99874,restaurant
Bluestone Lane,435 W 31st St,10001,healthy,40.75201082,-73.99871811,restaurant
Peking Duck House,28 Mott St,10013,chinese,40.71461,-73.99871,restaurant
Bo Ky Restaurant,80 Bayard St,10013,chinese,40.71579,-73.99867,restaurant
Luna Pizza,225 Park Row,10038,pizza,40.71324568,-73.9986511,restaurant
karakatta,230 Thompson St,10012,japanese,40.72933,-73.99865,restaurant
46,46 Mott St,10013,chinese,40.71529303,-73.99864422,restaurant
NY Dosas,50 Washington Sq S,10014,indian,40.73083861,-73.9986378,restaurant
Ping's Seafood,22 Mott St,10013,seafood,40.714442,-73.998636,restaurant
fresh&co,444 10th Ave,10001,healthy,40.75511741,-73.99862096,restaurant
Parlay,4024 8th Ave,11232,vietnamese,40.6464,-73.99862,restaurant
Lure Fishbar,142 Mercer St,10012,seafood,40.72461217,-73.99857471,restaurant
Royal Siam Thai Cuisine,240 8th Ave,10011,thai,40.74471,-73.99857,restaurant
Sapori D'Italia,105 Mulberry St,10013,pizza,40.71735,-73.99855,restaurant
Lan Larb Soho,227 Centre St,10013,thai,40.7199936,-73.9985428,restaurant
Aunt Jake's,47 W 8th St,10011,italian,40.73329,-73.99852,restaurant
Hop Lee Restaurant,16 Mott St,10013,chinese,40.71426,-73.99849,restaurant
Shu Han Ju,465 6th Ave,10011,chinese,40.73558,-73.99843,restaurant
Hudson Bar Room,444 10th Ave,10001,american,40.75499,-73.99843,restaurant
Big Wong,67 Mott St,10013,chinese,40.71624,-73.99842,restaurant
May Wah Fast Food,190 Hester St,10013,chinese,40.71825,-73.99842,restaurant
WK Restaurant,69 Bayard St,10013,chinese,40.7155,-73.99836,restaurant
Offside Tavern,137 W 14th St,10011,american,40.73832,-73.99836,restaurant
Lions & Tigers & Squares Detroit Pizza,268 W 23rd St,10011,pizza,40.74506,-73.99834,restaurant
Balthazar Restaurant,80 Spring St,10012,american,40.72273039,-73.99833078,restaurant
Il Cortile Restaurant,125 Mulberry St,10013,italian,40.718005,-73.998268,restaurant
Counter & Bodega,266 W 23rd St,10011,mexican,40.745,-73.9982,restaurant
Pulqueria,11 Doyers St,10013,mexican,40.71448,-73.99819,restaurant
Deluxe Green Bo,66 Bayard St,10013,chinese,40.71554022,-73.99816459,restaurant
Boran,462 Court St,11231,vietnamese,40.67825,-73.99816,restaurant
Nom Wah Tea Parlor,13 Doyers St,10013,chinese,40.71449052,-73.99815386,restaurant
Kong Sihk Tong 港食堂,65 Bayard St,10013,chinese,40.71542,-73.99813,restaurant
Chinese Tuxedo,5 Doyers St,10013,chinese,40.71433,-73.99804,restaurant
Taiwan Pork Chop House,3 Doyers St,10013,chinese,40.71424,-73.99799,restaurant
Tiny Shanghai,122 Mulberry St,10013,chinese,40.71781,-73.99795,restaurant
Da Gennaro,129 Mulberry St,10013,italian,40.71832,-73.99794,restaurant
Despaña,408 Broome St,10013,vietnamese,40.7210686,-73.9979083,restaurant
La Vela Dining & Bar,558 11th Ave,10036,italian,40.761082,-73.997872,restaurant
Osteria 57,57 W 10th St,10011,italian,40.73467,-73.99786,restaurant
Bonchon - Chelsea,267 W 23rd St,10011,korean,40.74533391,-73.99783943,restaurant
Gran Tivoli,406 Broome St,10013,italian,40.72104,-73.99783,restaurant
Joe's Shanghai,9 Pell St,10013,seafood,40.71466914,-73.99776022,restaurant
Aunt Jake's,149 Mulberry St,10013,italian,40.7190315,-73.9977161,restaurant
Puglia Ristorante,189 Hester St,10013,italian,40.71816069,-73.99769757,restaurant
YunShang Rice Noodle House,53 Bayard St,10013,korean,40.71525,-73.99765,restaurant
Rin Thai,265 W 23rd St,10011,thai,40.74524,-73.99764,restaurant
Rasa,25 W 8th St,10011,vietnamese,40.7327654,-73.9975674,restaurant
Jack's Wife Freda,224 Lafayette St,10012,american,40.72213,-73.99756,restaurant
BoCaphe,222 Lafayette St,10012,thai,40.722046,-73.997557,restaurant
Zia Maria-Little Italy,138 Mulberry St,10013,italian,40.71861,-73.99754,restaurant
La Esquina,114 Kenmare St,10012,mexican,40.721372,-73.997529,restaurant
South Of The Clouds,16 W 8th St,10011,chinese,40.73264,-73.99752,restaurant
Paesano of Mulberry Street,136 Mulberry St,10013,seafood,40.718554,-73.997447,restaurant
Auntie Guan's Kitchen 108,108 W 14th St,10011,vietnamese,40.73772135,-73.99741485,restaurant
La Bella Vita,163 Mulberry St,10013,italian,40.719816,-73.997403,restaurant
Lombardi's pizza,290 8th Ave,10001,pizza,40.74623,-73.9974,restaurant
Shanghai Asian Cuisine,14A Elizabeth St,10013,chinese,40.7159077,-73.997383,restaurant
Table 87 - Brooklyn Heights,87 Atlantic Ave,11201,pizza,40.69121933,-73.99734497,restaurant
E Noodle 粥麵館 - Chinatown,5 Catherine St,10038,chinese,40.71379,-73.99731,restaurant
sweetgreen,100 Kenmare St,10012,healthy,40.72106354,-73.99725117,restaurant
Oriental Garden Restaurant,14 Elizabeth St,10013,chinese,40.7159199,-73.9972499,restaurant
Amici Ristorante,165 Mulberry St,10013,italian,40.71981,-73.99722,restaurant
Jing Fong Restaurant,20 Elizabeth St,10013,chinese,40.71595524,-73.99718311,restaurant
Mei Yu Spring,29 Catherine St,10002,chinese,40.71257535,-73.99717625,restaurant
Great NY Noodle Town,28 Bowery,10013,chinese,40.71503638,-73.99711724,restaurant
by CHLOE. SoHo,240 Lafayette St,10012,healthy,40.72273,-73.99711,restaurant
Champion Pizza,17 Cleveland Pl,10012,pizza,40.7215271,-73.99708557,restaurant
Spring Natural,98 Kenmare St,10012,healthy,40.7212624,-73.9969895,restaurant
Seamores,390 Broome St,10013,seafood,40.72074,-73.99696,restaurant
Seamore's,600 11th Ave,10036,seafood,40.76234,-73.99695,restaurant
Margherita NYC,197 Grand St,10013,italian,40.71898651,-73.99693298,restaurant
Hometown Hotpot & BBQ,194 Grand St,10013,chinese,40.71931,-73.9968899,restaurant
